id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,customer_info,ProdTaken
1961,38歳,Self Enquiry,1,14分,Salaried,Female,4.0,5.0,Deluxe,3.0,年に3回,0,2,Manager,378930.0,未婚 車未所持 こども2人,0
1962,36歳,Company Invited,1,1620秒,Salaried,Male,2.0,3.0,Standard,3.0,2,0,2,Senior Manager,357570.0,結婚済み／車あり／無子,0
1963,,Self Enquiry,1,840秒,Small Business,Male,2.0,3.0,Deluxe,3.0,6,0,1,Manager,271560.0,"結婚済み、車未所持,子供なし",0
1964,３６才,Company Invited,1,9分,Salaried,MALE,2.0,3.0,Delu×e,3.0,4,0,1,Manager,327075.0,離婚済み、車未所持、子供なし,0
1965,36歳,Company Invited,1,600秒,Salaried,Male,2.0,4.0,Deluxe,3.0,3,0,1,Manager,月収30.0万円,結婚済み／自動車未所有/こども1人,0
1966,35歳,Self Enquiry,1,540秒,Salaried,female,2.0,3.0,basic,3.0,4,0,1,Executive,264315.0,離婚済み、車未所持、子供なし,0
1967,３０歳,Company Invited,1,,Small Business,Male,2.0,3.0,DELUXΕ,3.0,1,0,2,Manager,291705.0,結婚済み/自動車未所有/こども1人,0
1968,35才,Self Enquiry,1,660秒,Salaried,MALE,2.0,3.0,Deluxe,3.0,1,0,2,Manager,311100.0,独身、車未所持、子供有り 1人,0
1969,40歳,Self Enquiry,1,600秒,Large Business,ｍａｌｅ,2.0,3.0,Basic,3.0,2,0,2,Executive,259110.0,結婚済み 車未所持 子供なし,1
1970,30代,Company Invited,1,11分,Large Business,Male,2.0,3.0,Standard,3.0,4,0,2,Senior Manager,392835.0,独身　自動車未所有　こども1人,0
1971,23歳,Self Enquiry,1,840秒,Small Business,Female,2.0,3.0,Basic,3.0,2,0,2,Executive,月収26.0万円,結婚済み、自動車未所有、子供1人,1
1972,40歳,Self Enquiry,1,8分,Salaried,male,2.0,3.0,Ѕtandard,3.0,4,0,2,Senior Manager,315930.0,独身	自家用車なし	子供なし,1
1973,30代,Self Enquiry,1,19分,Small Business,Male,2.0,4.0,𐊡asi𝘤,3.0,2,0,1,Exеcutive,260805.0,独身、自動車所有、子供1人,0
1974,38歳,Company Invited,1,18分,Small Business,Ｍａｌｅ,2.0,3.0,Basic,3.0,1,0,2,Executive,255255.0,離婚済み 自家用車あり 子供なし,1
1975,34歳,Company Invited,1,1320秒,Small Business,male,2.0,3.0,Standard,4.0,年に2回,0,2,Senior Manager,314730.0,結婚済み　車所持　子供なし,0
1976,,Company Invited,1,24分,Small Business,Male,2.0,3.0,Deluxe,4.0,1,0,2,Manager,月収30.0万円,結婚済み 自動車所有 子供ゼロ,0
1977,41歳,Company Invited,1,8分,Small Business,Female,2.0,3.0,Super Deluxe,3.0,5,0,1,AVP,388155.0,独身、自家用車なし、子供無し,0
1978,54歳,Company Invited,1,23分,Salaried,fe male,2.0,3.0,Deluxe,3.0,4,0,1,Manager,344985.0,離婚済み、車所持、子供なし,0
1979,42歳,Company Invited,1,8分,Small Business,Fe Male,2.0,4.0,STANDARD,3.0,2,0,2,Senior Manager,360435.0,未婚 自動車未所有 子供1人,0
1980,37歳,Self Enquiry,1,600秒,Large Business,male,2.0,4.0,basic,3.0,2,0,1,Executive,月収30.0万円,独身、車未所持、子供1人,0
1981,,Self Enquiry,1,8分,Small Business,ｆｅｍａｌｅ,2.0,3.0,Basic,3.0,1,0,1,Executive,271995.0,離婚済み、車所持、子供1人,0
1982,51歳,Self Enquiry,1,7分,Salaried,MALE,2.0,3.0,Deluxe,3.0,年に7回,0,2,Manager,357060.0,結婚済み、車未所持、1児,0
1983,39歳,Self Enquiry,1,27分,Salaried,Male,2.0,3.0,Standard,3.0,年に2回,0,1,Senior Manager,367845.0,"結婚済み,車保有なし,子供なし",0
1984,18歳,Self Enquiry,1,840秒,Salaried,Female,3.0,5.0,Deluxe,3.0,年に3回,0,4,Manager,317010.0,独身、自動車未所有、子供有り 1人,0
1985,37歳,Company Invited,1,9分,Salaried,male,3.0,6.0,Basic,3.0,5,1,1,Executive,323625.0,離婚済み 車未所持 子供1人,1
1986,32歳,Self Enquiry,2,1080秒,Salaried,Female,2.0,1.0,Deluxe,3.0,2,0,4,Manager,261225.0,"離婚済み,車なし,1児",0
1987,29才,Self Enquiry,2,24分,Salaried,FE MALE,2.0,3.0,Deluxe,3.0,1,0,3,Manager,327900.0,未婚	車所持	1児,0
1988,42才,Company Invited,2,1020秒,Salaried,ＭＡＬＥ,3.0,1.0,Super Deluxe,4.0,7,0,3,AVP,月収43.0万円,独身　車所持　子供2人,0
1989,30代,Self Enquiry,2,16分,Small Business,Male,3.0,5.0,Basic,3.0,6,0,4,Executive,554670.0,未婚　自動車未所有　子供有り(2人),0
1990,57歳,Self Enquiry,1,21分,Small Business,male,2.0,3.0,Deluxe,3.0,2,0,4,Manager,,独身	車所持	子供1人,0
1991,31歳,Self Enquiry,1,840秒,Small Business,Female,2.0,3.0,Basic,3.0,2,0,3,Executive,256830.0,結婚済み/自動車所有/子供1人,0
1992,40代,Self Enquiry,1,24分,Small Business,Male,2.0,2.0,Basic,3.0,2,0,4,Executive,356280.0,離婚済み/車なし/子供1人,0
1993,33歳,Self Enquiry,1,7分,Small Business,Male,2.0,3.0,Basic,3.0,4,0,4,Executive,262665.0,"結婚済み,自動車未所有,子供1人",0
1994,43歳,Self Enquiry,1,,Small Business,female,2.0,,Deluxe,3.0,1,0,4,Manager,306660.0,独身、車所持、子供1人,0
1995,32歳,Company Invited,1,10分,Small Business,ＭＡＬＥ,2.0,3.0,Deluxe,3.0,3,0,4,Manager,314490.0,結婚済み/車未所持/子供1人,0
1996,,Self Enquiry,1,1080秒,Large Business,MALE,2.0,1.0,Basic,3.0,1,0,3,Executive,266190.0,結婚済み 車未所持 1児,0
1997,34歳,Company Invited,1,1020秒,Small Business,Female,2.0,3.0,Basic,3.0,4,0,5,Executive,264555.0,離婚済み/車保有/子供1人,0
1998,52歳,Company Invited,2,900秒,Small Business,Male,2.0,3.0,Super Deluxe,3.0,6,0,1,AVP,473055.0,離婚済み 自動車所有 子供1人,0
1999,47歳,Self Enquiry,2,780秒,Salaried,Fe Male,2.0,3.0,Standard,3.0,2,0,2,Senior Manager,474180.0,未婚、自家用車あり、こども1人,0
2000,３４歳,Company Invited,1,30分,Large Business,FEMALE,2.0,3.0,Deluxe,3.0,3,1,2,Manager,341220.0,結婚済み/車未所持/子供なし,0
2001,34歳,Company Invited,1,420秒,Small Business,ｍａｌｅ,2.0,3.0,basic,3.0,1,1,2,Executive,月収30.0万円,結婚済み 車未所持 子供1人,1
2002,45歳,Company Invited,1,480秒,Salaried,Male,2.0,300.0,Basic,4.0,年に4回,1,2,Executive,278370.0,結婚済み／車なし／子供1人,1
2003,,Self Enquiry,1,7分,Large Business,MALE,2.0,3.0,Basic,3.0,7,1,2,Executive,277185.0,独身、車所持、子供なし,1
2004,49歳,Self Enquiry,1,9分,Salaried,Male,2.0,3.0,King,4.0,6,1,1,VP,532755.0,結婚済み/自動車所有/こども1人,0
2005,49歳,Self Enquiry,1,600秒,Small Business,Male,2.0,4.0,DELUXE,3.0,3,1,1,Manager,323250.0,結婚済み 自動車未所有 子供1人,0
2006,48歳,Self Enquiry,1,21分,Salaried,MALE,2.0,3.0,Deluxe,3.0,年に1回,1,1,Manager,330315.0,離婚済み/車未所持/子供1人,0
2007,,Self Enquiry,1,10分,Small Business,Male,2.0,3.0,Basic,3.0,2,0,2,Executive,273210.0,離婚済み 車未所持 子供なし,0
2008,二十一歳,Self Enquiry,1,16分,Salaried,MALE,2.0,1.0,Basic,3.0,2,0,4,Executive,月収26.0万円,独身 車未所持 こども1人,0
2009,41歳,Self Enquiry,1,9分,Salaried,Female,2.0,2.0,DELUXE,3.0,5,0,3,Manager,318705.0,離婚済み	車あり	子供1人,0
2010,四十四歳,Self Enquiry,1,1920秒,Salaried,Male,2.0,3.0,Deluxe,3.0,3,0,4,Manager,月収30.0万円,結婚済み／自動車未所有／子供有り 1人,0
2011,41歳,Self Enquiry,3,15分,Small Business,Male,2.0,4.0,Super Deluxe,3.0,3,0,2,AVP,月収50.0万円,独身、自動車所有、子供有り(1人),0
2012,46歳,Self Enquiry,1,32分,Small Business,Male,4.0,5.0,Deluxe,3.0,3,0,1,Manager,378015.0,離婚済み　車保有なし　2児,0
2013,40歳,Self Enquiry,1,12分,Small Business,Male,4.0,5.0,Deluxe,3.0,2,0,2,Manager,373755.0,未婚、自動車所有、子供有り 2人,0
2014,51歳,Self Enquiry,2,7分,Large Business,Male,2.0,4.0,Super Deluxe,3.0,1,0,3,AVP,509865.0,離婚済み、車所持、こども1人,1
2015,五十一歳,Self Enquiry,2,8分,Large Business,Male,3.0,5.0,king,3.0,年に5回,0,3,VP,513105.0,結婚済み 乗用車所持 子供2人,0
2016,27歳,Self Enquiry,2,1800秒,Small Business,male,3.0,5.0,Basic,3.0,3,0,4,Executive,369420.0,離婚済み 車保有 子供2人,0
2017,22際,Self Enquiry,2,16分,Large Business,Female,3.0,5.0,Basic,3.0,3,0,3,Executive,308550.0,結婚済み/自家用車なし/こども2人,0
2018,30代,Self Enquiry,3,25分,Small Business,Female,3.0,4.0,Basic,3.0,2,0,3,Executive,323910.0,離婚済み、自動車所有、こども1人,0
2019,29際,Company Invited,3,15分,Small Business,Female,3.0,4.0,BASIC,3.0,3,0,3,Executive,422685.0,結婚済み、乗用車所持、1児,0
2020,42歳,Self Enquiry,2,8分,Salaried,MALE,3.0,4.0,BASIC,4.0,7,0,3,Executive,315540.0,結婚済み/車所持/子供有り(1人),0
2021,40歳,Self Enquiry,2,7分,Salaried,MALE,3.0,4.0,Basic,3.0,2,0,3,Executive,259905.0,離婚済み/車所持/こども1人,0
2022,36歳,Company Invited,3,7分,Salaried,Male,4.0,4.0,Standard,3.0,2,0,1,Senior Manager,331260.0,結婚済み、車未所持、こども1人,0
2023,39歳,Self Enquiry,3,7分,Salaried,Ｆｅｍａｌｅ,4.0,4.0,DELUXE,3.0,3,0,1,Manager,月収36.0万円,離婚済み／車保有なし／子供2人,0
2024,35歳,Self Enquiry,2,32分,Large Business,Female,4.0,4.0,Deluxe,3.0,5,0,2,Manager,月収30.0万円,離婚済み、車所持、子供2人,0
2025,21歳,Company Invited,2,15分,Salaried,Female,3.0,5.0,DELUXE,3.0,3,0,3,Manager,327300.0,未婚 自動車所有 子供2人,0
2026,31歳,Company Invited,2,1020秒,Small Business,FEMALE,3.0,4.0,Basic,4.0,年に3回,1,3,Exеcutiѵе,月収27.0万円,"離婚済み,車所持,子供なし",1
2027,56歳,Self Enquiry,2,11分,Salaried,Male,3.0,6.0,King,3.0,3,0,4,VP,509250.0,結婚済み　自動車所有　子供1人,0
2028,58歳,Self Enquiry,1,540秒,Small Business,Female,3.0,5.0,Deluxe,3.0,4,0,3,Manager,364965.0,結婚済み、乗用車なし、こども1人,0
2029,32歳,Self Enquiry,1,6分,Small Business,Male,3.0,4.0,Basıc,3.0,3,0,3,Executive,426225.0,"結婚済み,車なし,無子",0
2030,57歳,Self Enquiry,1,420秒,Small Business,Male,3.0,4.0,Standard,3.0,5,0,4,Senior Manager,391305.0,結婚済み、車未所持、子供1人,0
2031,２６歳,Self Enquiry,1,14分,Small Business,Fe Male,3.0,4.0,Standard,3.0,2,0,3,Senior Manager,351735.0,結婚済み、乗用車なし、こども1人,0
2032,24歳,Self Enquiry,1,8分,Large Business,MALE,3.0,4.0,Basic,3.0,2,0,3,Executive,326625.0,"結婚済み,車未所持、子供1人",0
2033,37歳,Company Invited,1,480秒,Small Business,Ｆｅ　Ｍａｌｅ,3.0,5.0,Basic,3.0,3,0,4,Executive,370350.0,未婚、自動車未所有、子供1人,0
2034,54歳,Self Enquiry,2,12分,Small Business,Ｍａｌｅ,2.0,3.0,Super De|uxe,5.0,年に1回,0,3,AVP,461220.0,結婚済み 自動車未所有 子供なし,0
2035,33歳,Self Enquiry,2,7分,Large Business,FEMALE,2.0,3.0,Standard,4.0,5,0,3,Senior Manager,355905.0,離婚済み、車未所持、子供なし,0
2036,52歳,Company Invited,2,9分,Small Business,Female,2.0,3.0,Standard,4.0,1,0,3,Senior Manager,月収40.0万円,独身、車未所持、子供なし,0
2037,26歳,Self Enquiry,3,16分,Small Business,Male,2.0,3.0,Basic,5.0,2,0,3,Executive,月収27.0万円,結婚済み、自家用車あり、無子,0
2038,,Self Enquiry,3,9分,Small Business,Female,2.0,3.0,BASIC,4.0,2,0,4,Executive,,結婚済み、自動車所有、子供なし,0
2039,52歳,Company Invited,2,12分,Large Business,Male,2.0,3.0,Standard,4.0,1,0,3,Senior Manager,月収40.0万円,未婚 乗用車所持 子供無し,0
2040,29歳,Company Invited,2,15分,Small Business,Male,2.0,300.0,Basic,4.0,年に2回,0,3,Executive,267660.0,独身 車保有なし 子供無し,0
2041,34歳,Self Enquiry,3,11分,Small Business,Female,2.0,3.0,Standard,4.0,1,0,3,Senior Manager,359070.0,結婚済み	自家用車なし	子供無し,0
2042,37歳,Company Invited,2,16分,Small Business,female,2.0,3.0,Basic,4.0,2,0,3,Executive,262095.0,離婚済み、車未所持、子供なし,0
2043,,Company Invited,1,10分,Small Business,Male,2.0,3.0,Basic,4.0,1,0,4,Executive,265680.0,結婚済み 車保有 子供なし,1
2044,三十一歳,Company Invited,3,1080秒,Small Business,Male,2.0,3.0,Deluxe,4.0,年に1回,0,3,Manager,274185.0,"離婚済み,自動車未所有,子供無し",1
2045,４０歳,Self Enquiry,1,16分,Small Business,Male,2.0,3.0,Basic,4.0,2,0,3,Executive,260925.0,離婚済み、自家用車あり、子供無し,1
2046,31歳,Self Enquiry,2,7分,Small Business,Fe Male,2.0,3.0,standard,5.0,1,0,3,Senior Manager,408900.0,"結婚済み,自動車所有、子供なし",1
2047,28際,Company Invited,2,16分,Small Business,female,2.0,3.0,Basic,4.0,2,0,3,Executive,253215.0,"離婚済み、車未所持,子供なし",0
2048,41歳,Self Enquiry,1,15分,Small Business,Female,2.0,3.0,Basic,4.0,2,0,4,Executive,268560.0,離婚済み 自動車所有 子供無し,0
2049,26歳,Company Invited,1,7分,Large Business,Male,2.0,3.0,Standard,4.0,1,0,3,Senior Manager,350775.0,未婚、車所持、子供なし,1
2050,40代,Self Enquiry,1,8分,Salaried,Ｍａｌｅ,3.0,4.0,Basic,3.0,3,0,3,Executive,350385.0,離婚済み 車所持 子供1人,1
2051,50歳,Company Invited,1,720秒,Salaried,Female,3.0,4.0,Standard,4.0,年に2回,0,4,Senior Managеr,月収40.0万円,結婚済み、自家用車あり、子供ゼロ,0
2052,３５歳,Self Enquiry,1,9分,Salaried,male,3.0,4.0,Basic,3.0,7,0,4,Executive,352605.0,離婚済み/車なし/子供なし,0
2053,48歳,Self Enquiry,1,420秒,Salaried,Male,3.0,4.0,Standard,3.0,5,0,3,Senior Manager,371505.0,結婚済み	車保有	無子,0
2054,47歳,Company Invited,1,18分,Salaried,Ｆｅｍａｌｅ,3.0,4.0,Standard,4.0,2,0,3,Senior Manager,389820.0,未婚 車あり　子供なし,0
2055,32歳,Self Enquiry,1,1140秒,Salaried,Male,3.0,4.0,Deluxe,3.0,3,0,3,Manager,338700.0,離婚済み、自家用車なし、子供無し,0
2056,４９歳,Self Enquiry,1,780秒,Salaried,Male,3.0,4.0,Basic,3.0,3,0,4,Executive,月収30.0万円,独身 自動車未所有 子供1人,1
2057,60歳,Self Enquiry,1,11分,Salaried,Female,2.0,3.0,Super Deluxe,3.0,3,1,1,AVP,483255.0,離婚済み、車未所持、子供無し,0
2058,54歳,Company Invited,1,10分,Salaried,Male,2.0,3.0,King,3.0,2,1,1,VP,479070.0,結婚済み　車保有 1児,0
2059,46歳,Company Invited,1,8分,Salaried,Male,2.0,4.0,Standard,4.0,4,0,3,Senior Manager,433890.0,結婚済み、自動車未所有、子供なし,0
2060,３０代,Company Invited,2,8分,Salaried,Male,2.0,3.0,Basic,5.0,3,0,4,Executive,264705.0,独身、乗用車所持、子供ゼロ,1
2061,30代,Company Invited,1,960秒,Salaried,fe male,2.0,3.0,Standard,4.0,1,0,4,Senior Manager,362640.0,"未婚,車所持,子供なし",0
2062,31歳,Self Enquiry,3,420秒,Salaried,Male,2.0,3.0,Standa𝘳d,4.0,2,0,3,Senior Manager,357420.0,結婚済み 自動車所有 子供なし,0
2063,34歳,Company Invited,1,8分,Salaried,Ｆｅｍａｌｅ,2.0,4.0,Standard,4.0,2,0,4,Senior Manager,372165.0,離婚済み 乗用車所持 子供なし,0
2064,38歳,Self Enquiry,1,900秒,Salaried,Female,2.0,3.0,Basic,4.0,4,0,3,Executive,265920.0,独身、自動車未所有、子供なし,0
2065,五十二歳,Self Enquiry,1,17分,Salaried,Male,2.0,3.0,super deluxe,4.0,1,0,5,AVP,412140.0,離婚済み　自動車所有　子供無し,0
2066,48才,Company Invited,1,8分,Salaried,Female,2.0,3.0,standard,4.0,4,0,3,Senior Manager,391035.0,独身、車保有なし、子供なし,0
2067,60歳,Company Invited,1,15分,Salaried,Male,2.0,3.0,super deluxe,4.0,5,0,4,AVP,374025.0,離婚済み／自動車所有／子供なし,0
2068,22歳,Self Enquiry,1,10分,Salaried,Female,4.0,5.0,Basic,4.0,年に2回,0,4,Executiѵe,323850.0,離婚済み、車保有なし、3児,1
2069,46歳,Company Invited,3,7分,Small Business,Female,3.0,4.0,Basic,4.0,4,0,4,Executive,263265.0,独身	自動車未所有	子供無し,0
2070,33歳,Company Invited,3,14分,Small Business,female,3.0,4.0,Basic,4.0,1,0,3,Executive,254295.0,"離婚済み,車未所持,非育児家庭",0
2071,36歳,Self Enquiry,2,8分,Salaried,Female,2.0,3.0,Standard,4.0,5,1,3,Senior Manager,379140.0,未婚 自家用車なし 子供無し,0
2072,52際,Company Invited,1,,Salaried,Male,2.0,3.0,Deluxe,4.0,1,1,4,Manager,318720.0,離婚済み/車未所持/子供無し,0
2073,47歳,Company Invited,3,660秒,Salaried,Fe Male,2.0,3.0,Standard,4.0,1,1,3,Senior Manager,355950.0,未婚、自動車所有、子供なし,1
2074,55歳,Company Invited,1,7分,Salaried,Fe Male,2.0,3.0,Standard,4.0,4,1,3,Senior Manager,月収37.0万円,離婚済み／自動車所有／子供無し,0
2075,43歳,Company Invited,1,27分,Salaried,male,3.0,4.0,Basic,3.0,5,1,4,Executive,311820.0,離婚済み、車未所持、子供1人,1
2076,28歳,Self Enquiry,1,15分,Small Business,Male,2.0,4.0,Basic,4.0,7,0,3,Executive,月収31.0万円,独身 乗用車なし　こども1人,0
2077,44歳,Company Invited,1,8分,Small Business,FEMALE,2.0,4.0,Basic,4.0,5,0,4,Executive,321225.0,結婚済み、車所持、子供なし,0
2078,20代,Self Enquiry,2,31分,Salaried,Male,4.0,4.0,Deluxe,4.0,3,0,2,Manager,363240.0,結婚済み	車未所持	子供有り 2人,0
2079,22歳,Self Enquiry,2,660秒,Small Business,Female,4.0,5.0,BASIC,3.0,2,0,2,Executive,495345.0,独身/車未所持/子供1人,0
2080,28歳,Self Enquiry,2,18分,Small Business,Female,4.0,5.0,Deluxe,3.0,2,0,2,Senior Manager,448110.0,結婚済み	自動車所有	こども1人,0
2081,32歳,Self Enquiry,2,12分,Small Business,Male,3.0,4.0,Basic,3.0,6,0,4,Executive,303285.0,未婚、自動車未所有、こども2人,0
2082,30代,Self Enquiry,2,25分,Small Business,male,3.0,5.0,Deluxe,3.0,3,0,3,Managеr,月収40.0万円,結婚済み 車未所持　子供有り 1人,0
2083,33歳,Self Enquiry,2,1680秒,Small Business,Female,3.0,5.0,Deluxe,3.0,年に3回,0,3,Manager,371280.0,未婚、自家用車なし、こども1人,0
2084,40代,Self Enquiry,2,31分,Small Business,male,3.0,4.0,Standard,3.0,2,0,4,Senior Manager,324900.0,離婚済み　自動車未所有　子供1人,0
2085,,Self Enquiry,3,35分,Small Business,Male,3.0,4.0,Basic,3.0,2,0,4,Executive,,独身、車なし、こども1人,0
2086,25歳,Self Enquiry,1,16分,Large Business,Male,4.0,5.0,basic,3.0,3,0,1,Executiѵe,314730.0,"結婚済み,車保有,こども2人",0
2087,31歳,Self Enquiry,3,,Salaried,Male,3.0,4.0,Deluxe,3.0,3,0,3,Manager,月収37.0万円,離婚済み　車所持　子供1人,0
2088,50代,Self Enquiry,2,7分,Salaried,Ｆｅｍａｌｅ,3.0,4.0,Basic,3.0,5,0,5,Executive,,独身、自動車未所有、子供2人,0
2089,20代,Company Invited,3,16分,Small Business,Female,3.0,4.0,Basıc,3.0,3,1,3,Executive,326625.0,独身　車未所持　こども1人,1
2090,23歳,Company Invited,2,1380秒,Small Business,Male,1.0,3.0,Basic,3.0,2,0,4,Executive,月収24.0万円,独身	車所持	子供なし,1
2091,32歳,Company Invited,2,1860秒,Salaried,Male,1.0,1.0,Basic,3.0,年に2回,0,4,Executive,253845.0,"結婚済み、車所持,無子",1
2092,34才,Self Enquiry,2,21分,Salaried,Female,1.0,1.0,Standard,3.0,5,0,3,Senior Manager,328320.0,結婚済み 自家用車あり 非育児家庭,0
2093,27歳,Company Invited,2,1080秒,Small Business,Male,1.0,1.0,Basic,3.0,2,1,3,Executive,257895.0,結婚済み、車所持、子供無し,1
2094,52歳,Company Invited,2,8分,Salaried,Ｆｅｍａｌｅ,1.0,4.0,Super Deluxe,5.0,2,1,4,AVP,557415.0,結婚済み、車あり、子供なし,0
2095,37歳,Self Enquiry,1,8分,Large Business,Male,4.0,4.0,Basic,3.0,7,0,2,Executive,321030.0,結婚済み/自家用車あり/子供3人,0
2096,37歳,Self Enquiry,1,480秒,Small Business,Male,3.0,4.0,Basic,3.0,3,1,3,Executive,338505.0,結婚済み、車所持、2児,0
2097,51歳,Self Enquiry,1,9分,Salaried,Ｍａｌｅ,3.0,3.0,King,3.0,6,0,5,VP,572580.0,"結婚済み,車所持,子供の数不明",0
2098,25歳,Company Invited,2,15分,Small Business,Female,4.0,5.0,BASIC,3.0,年に3回,0,2,Executive,月収35.0万円,"結婚済み,車所持,こども2人",0
2099,53歳,Self Enquiry,1,7分,Salaried,Male,4.0,4.0,king,3.0,,0,2,VP,539880.0,独身、車所持、こども3人,0
2100,40代,Self Enquiry,1,7分,Salaried,Male,3.0,6.0,Standard,3.0,7,0,4,Senior Manager,509760.0,結婚済み、自家用車なし、こども2人,0
2101,36歳,Company Invited,1,8分,Salaried,Female,4.0,5.0,Basic,3.0,4,0,2,Executive,326445.0,"結婚済み
車未所持
子供3人",0
2102,,Self Enquiry,2,960秒,Salaried,Female,1.0,3.0,Deluxe,3.0,2,0,4,Manager,月収20.0万円,独身　自家用車あり　子供なし,0
2103,50歳,Self Enquiry,3,15分,Small Business,female,3.0,4.0,DELUXE,4.0,7,0,3,Manager,415905.0,独身 車未所持 子供有り(1人),0
2104,27歳,Self Enquiry,3,16分,Salaried,male,2.0,3.0,Deluxe,3.0,3,1,1,Manager,354330.0,未婚 自家用車なし 子供1人,0
2105,45歳,Self Enquiry,3,16分,Salaried,FEMALE,1.0,3.0,super deluxe,4.0,4,0,4,AVP,521745.0,"独身
車所持
子供なし",0
